"X","State","Agency_Type","Agency_Name","Population","Region","codes","Total_Offenses","Crimes_Against_Persons","Crimes_Against_Property","Crimes_Against_Society","Crimes_Against_Persons.1","Aggravated_Assault","Simple_Assault","Intimidation","Homicide_Offenses","Murder_and_Nonnegligent_Manslaughter","Negligent_Manslaughter","Justifiable_Homicide","Human_Trafficking_Offenses","Commercial_Sex_Acts","Involuntary_Servitude","Kidnapping__Abduction","Sex_Offenses","Rape","Sodomy","Sexual_Assault_With_An_Object","Fondling","Sex_Offenses._Nonforcible","Incest","Statutory_Rape","Arson","Bribery","Burglary__Breaking_._Entering","Counterfeiting__Forgery","Destruction__Damage__Vandalism_of_Property","Embezzlement","Extortion__Blackmail","Fraud_Offenses","False_Pretenses__Swindle__Confidence_Game","Credit_Card__Automated_Teller_Machine_Fraud","Impersonation","Welfare_Fraud","Wire_Fraud","Larceny__Theft_Offenses","Pocketpicking","Pursesnatching","Shoplifting","Theft_From_Building","Theft_From_Coin_Operated_Machine_or_Device","Theft_From_Motor_Vehicle","Theft_of__Motor__Vehicle_Parts_or_Accessories","All_Other_Larceny","Motor_Vehicle_Theft","Robbery","Stolen_Property_Offenses","Drug__Narcotic_Offenses","Drug__Narcotic_Violations","Drug_Equipment_Violations","Gambling_Offenses","Betting__Wagering","Operating__Promoting__Assisting_Gambling","Gambling_Equipment_Violations","Sports_Tampering","Pornography__Obscene_Material","Prostitution_Offenses","Prostitution","Assisting_or_Promoting_Prostitution","Purchasing_Prostitution","Weapon_Law_Violations"
612,"Idaho","Cities","Sun Valley",1391,"West Mountain","ID",0.0301941049604601,0.00790797987059669,0.0186915887850467,0.00359453630481668,0.00790797987059669,0.00575125808770669,0.00143781452192667,0.000718907260963336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000718907260963336,0.00143781452192667,0.00718907260963336,0,0,0.00143781452192667,0.000718907260963336,0.000718907260963336,0,0,0,0.00575125808770669,0,0.00143781452192667,0,0.00143781452192667,0,0,0,0.00287562904385334,0.000718907260963336,0,0.00143781452192667,0.00215672178289001,0.00143781452192667,0.000718907260963336,0,0,0,0,0,0,0,0,0,0,0.00143781452192667
613,"Idaho","Cities","Twin Falls",45378,"West Mountain","ID",0.0756093261051611,0.0172330204063643,0.041936621270219,0.0164396844285777,0.0155141257878267,0.00198333994446648,0.01163559434087,0.00189519150249019,0,0,0,0,0,0,0,0.000308519546917008,0.00132222662964432,0.000374630878399224,0,2.2037110494072e-05,0.000925558640751025,8.81484419762881e-05,0,8.81484419762881e-05,0.000154259773458504,0,0.00431927365683812,0.000991669972233241,0.00868262153466438,6.61113314822161e-05,0,0.00202741416545463,0.000595001983339944,0.00066111331482216,0.000617039093834017,0.000132222662964432,2.2037110494072e-05,0.0238221164440919,0,4.4074220988144e-05,0.00696372691612676,0.00141037507162061,0,0.00489223852968399,0.00160870906606726,0.00890299263960509,0.00114592974569174,0.00022037110494072,0.000506853541363656,0.0151615320199215,0.00980651416986205,0.0053550178500595,0,0,0,0,0,0.000176296883952576,2.2037110494072e-05,2.2037110494072e-05,0,0,0.00107981841420953
614,"Idaho","Cities","Wendell",2740,"West Mountain","ID",0.035036496350365,0.0113138686131387,0.018978102189781,0.00474452554744526,0.0102189781021898,0.00182481751824818,0.00802919708029197,0.000364963503649635,0,0,0,0,0,0,0,0.000364963503649635,0.00072992700729927,0.000364963503649635,0,0,0.000364963503649635,0,0,0,0,0,0.00218978102189781,0.000364963503649635,0.0072992700729927,0,0,0.00145985401459854,0.00145985401459854,0,0,0,0,0.00693430656934307,0,0,0,0,0,0.00109489051094891,0,0.00583941605839416,0.000364963503649635,0,0.000364963503649635,0.00401459854014599,0.00218978102189781,0.00182481751824818,0,0,0,0,0,0,0,0,0,0,0.00072992700729927
615,"Idaho","Cities","Wilder",1568,"West Mountain","ID",0.048469387755102,0.00829081632653061,0.0184948979591837,0.0216836734693878,0.0076530612244898,0.00191326530612245,0.00573979591836735,0,0,0,0,0,0,0,0,0,0.000637755102040816,0,0,0,0.000637755102040816,0,0,0,0,0,0.0038265306122449,0,0.0038265306122449,0,0,0.00255102040816327,0.00191326530612245,0.000637755102040816,0,0,0,0.00701530612244898,0,0,0.00191326530612245,0,0,0,0,0.00510204081632653,0.000637755102040816,0,0.000637755102040816,0.0204081632653061,0.0108418367346939,0.00956632653061225,0,0,0,0,0,0,0,0,0,0,0.00127551020408163
616,"Idaho","Metropolitan Counties","Ada",NA,"West Mountain","ID",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
617,"Idaho","Metropolitan Counties","Bannock",NA,"West Mountain","ID",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
618,"Idaho","Metropolitan Counties","Boise",NA,"West Mountain","ID",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
619,"Idaho","Metropolitan Counties","Bonneville",NA,"West Mountain","ID",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
620,"Idaho","Metropolitan Counties","Butte",NA,"West Mountain","ID",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
621,"Idaho","Metropolitan Counties","Canyon",NA,"West Mountain","ID",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
622,"Idaho","Metropolitan Counties","Franklin",NA,"West Mountain","ID",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
623,"Idaho","Metropolitan Counties","Gem",NA,"West Mountain","ID",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
624,"Idaho","Metropolitan Counties","Jefferson",NA,"West Mountain","ID",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
625,"Idaho","Metropolitan Counties","Kootenai",NA,"West Mountain","ID",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
626,"Idaho","Metropolitan Counties","Nez Perce",NA,"West Mountain","ID",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
627,"Idaho","Metropolitan Counties","Owyhee",NA,"West Mountain","ID",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
628,"Idaho","Nonmetropolitan Counties","Adams",NA,"West Mountain","ID",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
629,"Idaho","Nonmetropolitan Counties","Bear Lake",NA,"West Mountain","ID",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
630,"Idaho","Nonmetropolitan Counties","Benewah",NA,"West Mountain","ID",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
631,"Idaho","Nonmetropolitan Counties","Bingham",NA,"West Mountain","ID",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
632,"Idaho","Nonmetropolitan Counties","Blaine",NA,"West Mountain","ID",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
633,"Idaho","Nonmetropolitan Counties","Bonner",NA,"West Mountain","ID",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
634,"Idaho","Nonmetropolitan Counties","Boundary",NA,"West Mountain","ID",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
635,"Idaho","Nonmetropolitan Counties","Camas",NA,"West Mountain","ID",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
636,"Idaho","Nonmetropolitan Counties","Caribou",NA,"West Mountain","ID",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
637,"Idaho","Nonmetropolitan Counties","Cassia",NA,"West Mountain","ID",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
638,"Idaho","Nonmetropolitan Counties","Clark",NA,"West Mountain","ID",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
639,"Idaho","Nonmetropolitan Counties","Clearwater",NA,"West Mountain","ID",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
640,"Idaho","Nonmetropolitan Counties","Custer",NA,"West Mountain","ID",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
641,"Idaho","Nonmetropolitan Counties","Elmore",NA,"West Mountain","ID",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
642,"Idaho","Nonmetropolitan Counties","Fremont",NA,"West Mountain","ID",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
643,"Idaho","Nonmetropolitan Counties","Gooding",NA,"West Mountain","ID",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
644,"Idaho","Nonmetropolitan Counties","Idaho",NA,"West Mountain","ID",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
645,"Idaho","Nonmetropolitan Counties","Jerome",NA,"West Mountain","ID",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
646,"Idaho","Nonmetropolitan Counties","Latah",NA,"West Mountain","ID",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
647,"Idaho","Nonmetropolitan Counties","Lemhi",NA,"West Mountain","ID",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
648,"Idaho","Nonmetropolitan Counties","Lewis",NA,"West Mountain","ID",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
649,"Idaho","Nonmetropolitan Counties","Lincoln",NA,"West Mountain","ID",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
650,"Idaho","Nonmetropolitan Counties","Madison",NA,"West Mountain","ID",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
651,"Idaho","Nonmetropolitan Counties","Minidoka",NA,"West Mountain","ID",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
652,"Idaho","Nonmetropolitan Counties","Oneida",NA,"West Mountain","ID",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
653,"Idaho","Nonmetropolitan Counties","Payette",NA,"West Mountain","ID",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
654,"Idaho","Nonmetropolitan Counties","Power",NA,"West Mountain","ID",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
655,"Idaho","Nonmetropolitan Counties","Shoshone",NA,"West Mountain","ID",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
656,"Idaho","Nonmetropolitan Counties","Teton",NA,"West Mountain","ID",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
657,"Idaho","Nonmetropolitan Counties","Twin Falls",NA,"West Mountain","ID",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
658,"Idaho","Nonmetropolitan Counties","Valley",NA,"West Mountain","ID",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
659,"Idaho","Nonmetropolitan Counties","Washington",NA,"West Mountain","ID",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
660,"Idaho","State Police Agencies","Idaho State Police",NA,"West Mountain","ID",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
661,"Illinois","Cities","Rockford",150209,"Midwest (East)","IL",0.132555306273259,0.0396514190228282,0.0830309768389377,0.00987291041149332,0.0375143966073937,0.0101724929930963,0.0235272187418863,0.00381468487241111,0.000146462595450339,0.000126490423343475,1.99721721068644e-05,0,0,0,0,0.000426073004946441,0.00156448681503771,0.000792229493572289,0.000173092158259492,0,0.000599165163205933,0,0,0,0.000712340805144832,0,0.012522551911004,0.00149125551731254,0.0270356636419922,3.32869535114407e-05,0,0.00344852838378526,0.000778914712167713,0.0020238467734956,0.000632452116717374,0,1.33147814045763e-05,0.0320153918873037,2.66295628091526e-05,1.33147814045763e-05,0.00790898015431832,1.33147814045763e-05,3.99443442137289e-05,0.00521273691989162,0.00195727286647271,0.016843198476789,0.00257641020178551,0.00262301193670153,0.00057253560039678,0.00676390895352476,0.00473340478932687,0.00203050416419788,0,0,0,0,0,6.65739070228814e-05,0.000472674739862458,0.000312897363007543,0.000159777376854915,0,0.00256975281108322
662,"Iowa","Cities","Adel",3990,"Midwest (West)","IA",0.0423558897243108,0.0107769423558897,0.0285714285714286,0.00300751879699248,0.0105263157894737,0.00175438596491228,0.006265664160401,0.0025062656641604,0,0,0,0,0,0,0,0.00025062656641604,0,0,0,0,0,0,0,0,0,0,0.00601503759398496,0.00025062656641604,0.00676691729323308,0,0,0.00175438596491228,0,0.0012531328320802,0.00050125313283208,0,0,0.012531328320802,0,0,0.00100250626566416,0.00300751879699248,0.00025062656641604,0.00075187969924812,0.00025062656641604,0.00726817042606516,0.00050125313283208,0,0.00075187969924812,0.00300751879699248,0.00175438596491228,0.0012531328320802,0,0,0,0,0,0,0,0,0,0,0
663,"Iowa","Cities","Albia",3829,"Midwest (West)","IA",0.0464873335074432,0.00992426220945417,0.0237659963436929,0.0127970749542962,0.00992426220945417,0.00208931835988509,0.00783494384956908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000261164794985636,0,0.00235048315487072,0.00130582397492818,0.00626795507965526,0,0,0.000261164794985636,0.000261164794985636,0,0,0,0,0.0120135805693393,0,0,0.00130582397492818,0.00783494384956908,0,0.000522329589971272,0.000261164794985636,0.00208931835988509,0.00130582397492818,0,0,0.0120135805693393,0.00574562548968399,0.00626795507965526,0,0,0,0,0,0,0.000261164794985636,0.000261164794985636,0,0,0.000522329589971272
664,"Iowa","Cities","Algona",5495,"Midwest (West)","IA",0.0225659690627843,0.00527752502274795,0.0149226569608735,0.00236578707916288,0.00509554140127389,0.00254777070063694,0.00218380345768881,0.000363967242948135,0,0,0,0,0,0,0,0,0.000181983621474067,0.000181983621474067,0,0,0,0,0,0,0,0,0.00564149226569609,0.000181983621474067,0.00309372156505914,0,0,0.000727934485896269,0.000181983621474067,0.000545950864422202,0,0,0,0.00509554140127389,0,0,0.000363967242948135,0.00181983621474067,0,0.00145586897179254,0,0.00145586897179254,0.000181983621474067,0,0,0.00236578707916288,0.00127388535031847,0.0010919017288444,0,0,0,0,0,0,0,0,0,0,0
