,State,Agency_Type,Agency_Name,Population,Total_Offenses,Crimes_Against_Persons,Crimes_Against_Property,Crimes_Against_Society,Crimes_Against_Persons,Aggravated_Assault,Simple_Assault,Intimidation,Homicide_Offenses,Murder_and_Nonnegligent_Manslaughter,Negligent_Manslaughter,Justifiable_Homicide,Kidnapping__Abduction,Sex_Offenses,Rape,Sodomy,Sexual_Assault_With_An_Object,Fondling,"Sex_Offenses,_Nonforcible",Incest,Statutory_Rape,Arson,Bribery,Burglary__Breaking_&_Entering,Counterfeiting__Forgery,Destruction__Damage__Vandalism,Embezzlement,Extortion__Blackmail,Fraud_Offenses,False_Pretenses__Swindle__Confidence_Game,Credit_Card__Automated_Teller_Machine_Fraud,Impersonation,Welfare_Fraud,Wire_Fraud,LarcenyTheft_Offenses,Pocketpicking,Pursesnatching,Shoplifting,Theft_From_Building,Theft_From_Coinoperated_Machine,Theft_From_Motor_Vehicle,Theft_of_Motor_Vehicle_Parts_or_Accessories,All_Other_Larceny,Motor_Vehicle_Theft,Robbery,Stolen_Property_Offenses_,Drug__Narcotic_Offenses,Drug__Narcotic_Violations,Drug_Equipment_Violations,Gambling_Offenses,Betting__Wagering,Operating__Promoting__Assisting_Gambling,Gambling_Equipment_Violations,Sports_Tampering,Pornography__Obscene_Material,Prostitution_Offenses,Prostitution,Assisting_or_Promoting_Prostitution,Weapon_Law_Violations,Region
58,Arkansas,Cities,Gassville,2087.0,63.0,11.0,38.0,14.0,9,1.0,7.0,1.0,,,,,,2.0,2.0,,,,,,,,,5.0,2.0,2.0,,,,,,,,,27.0,,,3.0,8.0,,2.0,,14.0,1.0,,1.0,13.0,11.0,2.0,,,,,,,,,,1.0,South Central (West)
59,Arkansas,Cities,Gentry,3260.0,84.0,34.0,45.0,5.0,32,4.0,13.0,15.0,,,,,,2.0,1.0,1.0,,,,,,,,8.0,1.0,2.0,,,5.0,,1.0,4.0,,,25.0,,,,3.0,,,2.0,20.0,3.0,,1.0,5.0,4.0,1.0,,,,,,,,,,,South Central (West)
60,Arkansas,Cities,Glenwood,2228.0,159.0,26.0,102.0,31.0,24,1.0,15.0,8.0,,,,,,2.0,,,1.0,1.0,,,,,,21.0,6.0,9.0,,,7.0,,2.0,5.0,,,48.0,,,4.0,12.0,1.0,13.0,5.0,13.0,,,11.0,30.0,18.0,12.0,,,,,,,,,,1.0,South Central (West)
61,Arkansas,Cities,Gravette,2400.0,155.0,38.0,84.0,33.0,35,6.0,19.0,10.0,,,,,,3.0,,1.0,,2.0,,,,,,6.0,11.0,15.0,,,1.0,,1.0,,,,42.0,,,3.0,5.0,1.0,4.0,,29.0,7.0,,2.0,32.0,20.0,12.0,,,,,,,,,,1.0,South Central (West)
62,Arkansas,Cities,Green Forest,2779.0,268.0,66.0,165.0,37.0,57,15.0,26.0,16.0,,,,,,9.0,7.0,,,2.0,,,,,,34.0,10.0,36.0,,,3.0,,3.0,,,,78.0,,1.0,11.0,17.0,,12.0,4.0,33.0,2.0,2.0,,33.0,27.0,6.0,,,,,,,,,,4.0,South Central (West)
63,Arkansas,Cities,Greenland,1292.0,82.0,23.0,42.0,17.0,21,5.0,13.0,3.0,,,,,,2.0,,2.0,,,,,,,,9.0,,8.0,,,5.0,5.0,,,,,18.0,,,,3.0,,2.0,,13.0,2.0,,,16.0,9.0,7.0,,,,,,,,,,1.0,South Central (West)
64,Arkansas,Cities,Greenwood,9086.0,263.0,91.0,125.0,47.0,89,19.0,40.0,30.0,,,,,,1.0,,,,1.0,1.0,1.0,,,,38.0,10.0,9.0,,,5.0,2.0,,3.0,,,59.0,,,1.0,6.0,,9.0,3.0,40.0,1.0,,3.0,42.0,29.0,13.0,,,,,,,,,,5.0,South Central (West)
65,Arkansas,Cities,Greers Ferry,892.0,68.0,11.0,49.0,8.0,11,1.0,5.0,5.0,,,,,,,,,,,,,,,,8.0,,14.0,,,1.0,,1.0,,,,25.0,,,,11.0,,5.0,2.0,7.0,,,1.0,7.0,4.0,3.0,,,,,,,,,,1.0,South Central (West)
66,Arkansas,Cities,Gurdon,2205.0,135.0,55.0,75.0,5.0,54,13.0,27.0,14.0,,,,,,1.0,1.0,,,,,,,,,17.0,10.0,18.0,,,1.0,,1.0,,,,25.0,,,4.0,6.0,,7.0,,8.0,3.0,,1.0,3.0,3.0,,,,,,,,,,,2.0,South Central (West)
67,Arkansas,Cities,Guy,732.0,39.0,6.0,27.0,6.0,6,3.0,2.0,1.0,,,,,,,,,,,,,,,,8.0,2.0,1.0,,,,,,,,,13.0,,,,1.0,,,,12.0,2.0,,1.0,5.0,5.0,,,,,,,,,,,1.0,South Central (West)
68,Arkansas,Cities,Hamburg,2883.0,133.0,49.0,73.0,11.0,48,14.0,31.0,3.0,1.0,1.0,,,,,,,,,,,,1.0,,16.0,,12.0,,,6.0,,4.0,2.0,,,37.0,,,4.0,,,,,33.0,,1.0,,7.0,7.0,,,,,,,,,,,4.0,South Central (West)
69,Arkansas,Cities,Hampton,1273.0,76.0,24.0,42.0,10.0,20,6.0,12.0,2.0,1.0,1.0,,,1.0,2.0,1.0,,,1.0,,,,,,5.0,2.0,11.0,,,1.0,,1.0,,,,20.0,,,,1.0,,2.0,1.0,16.0,2.0,,1.0,8.0,7.0,1.0,,,,,,,,,,2.0,South Central (West)
70,Arkansas,Cities,Hardy,780.0,92.0,15.0,70.0,7.0,12,2.0,10.0,,,,,,,3.0,2.0,1.0,,,,,,,,15.0,,7.0,,,2.0,,,2.0,,,40.0,,2.0,,2.0,,2.0,,34.0,3.0,1.0,2.0,7.0,6.0,1.0,,,,,,,,,,,South Central (West)
71,Arkansas,Cities,Harrisburg,2292.0,253.0,52.0,186.0,15.0,49,7.0,33.0,9.0,,,,,2.0,1.0,1.0,,,,,,,1.0,,45.0,11.0,37.0,,,1.0,1.0,,,,,82.0,,,12.0,6.0,,14.0,,50.0,3.0,1.0,5.0,15.0,12.0,3.0,,,,,,,,,,,South Central (West)
72,Arkansas,Cities,Harrison,13043.0,1787.0,324.0,1145.0,318.0,300,47.0,182.0,71.0,2.0,1.0,1.0,,5.0,17.0,11.0,1.0,,5.0,,,,6.0,,159.0,49.0,175.0,,,89.0,58.0,30.0,1.0,,,608.0,,5.0,139.0,51.0,,41.0,5.0,367.0,29.0,1.0,29.0,278.0,152.0,126.0,1.0,1.0,,,,6.0,1.0,1.0,,32.0,South Central (West)
73,Arkansas,Cities,Heber Springs,7173.0,746.0,203.0,472.0,71.0,196,12.0,110.0,74.0,,,,,,7.0,7.0,,,,,,,,,104.0,31.0,93.0,,,16.0,3.0,11.0,2.0,,,176.0,,,20.0,28.0,1.0,29.0,6.0,92.0,11.0,,41.0,67.0,44.0,23.0,,,,,,1.0,,,,3.0,South Central (West)
74,Arkansas,Cities,Helena-West Helena,12152.0,2522.0,647.0,1650.0,225.0,627,130.0,354.0,143.0,1.0,1.0,,,7.0,11.0,8.0,1.0,1.0,1.0,1.0,1.0,,11.0,,475.0,23.0,433.0,,,39.0,2.0,19.0,18.0,,,542.0,4.0,10.0,123.0,80.0,1.0,30.0,7.0,287.0,31.0,26.0,70.0,163.0,149.0,14.0,,,,,,1.0,,,,61.0,South Central (West)
75,Arkansas,Cities,Highland,1056.0,58.0,13.0,29.0,16.0,13,4.0,8.0,1.0,,,,,,,,,,,,,,1.0,,10.0,2.0,2.0,,,,,,,,,12.0,,,5.0,3.0,,,1.0,3.0,,,2.0,15.0,15.0,,,,,,,,,,,1.0,South Central (West)
76,Arkansas,Cities,Hope,10103.0,1414.0,411.0,959.0,44.0,384,72.0,261.0,51.0,1.0,1.0,,,,25.0,11.0,1.0,,13.0,1.0,,1.0,4.0,,229.0,58.0,172.0,,,28.0,9.0,14.0,,5.0,,426.0,3.0,7.0,79.0,28.0,1.0,59.0,17.0,232.0,26.0,13.0,3.0,38.0,36.0,2.0,,,,,,,,,,6.0,South Central (West)
77,Arkansas,Cities,Horseshoe Bend,2146.0,83.0,16.0,56.0,11.0,15,2.0,3.0,10.0,,,,,,1.0,1.0,,,,,,,,,16.0,2.0,7.0,,,,,,,,,30.0,,1.0,2.0,7.0,,3.0,,17.0,1.0,,,10.0,9.0,1.0,,,,,,,,,,1.0,South Central (West)
78,Arkansas,Cities,Hot Springs,35722.0,4819.0,637.0,3937.0,245.0,601,90.0,447.0,64.0,11.0,9.0,2.0,,1.0,20.0,10.0,,1.0,9.0,4.0,,4.0,2.0,,618.0,112.0,551.0,6.0,,142.0,53.0,63.0,17.0,1.0,8.0,2336.0,,5.0,533.0,17.0,1.0,432.0,33.0,1315.0,115.0,55.0,,190.0,131.0,59.0,,,,,,,18.0,18.0,,37.0,South Central (West)
79,Arkansas,Cities,Jacksonville,28733.0,4625.0,1240.0,2763.0,622.0,1201,193.0,612.0,396.0,2.0,2.0,,,2.0,34.0,23.0,3.0,,8.0,1.0,,1.0,4.0,,346.0,89.0,735.0,11.0,1.0,140.0,68.0,60.0,12.0,,,1276.0,,1.0,392.0,368.0,8.0,194.0,67.0,246.0,72.0,34.0,55.0,564.0,358.0,206.0,,,,,,1.0,,,,57.0,South Central (West)
80,Arkansas,Cities,Jonesboro,68807.0,8189.0,1401.0,5851.0,937.0,1334,192.0,455.0,687.0,4.0,4.0,,,15.0,47.0,21.0,2.0,3.0,21.0,1.0,1.0,,12.0,,1174.0,222.0,923.0,,,305.0,74.0,223.0,7.0,,1.0,2899.0,9.0,9.0,501.0,568.0,4.0,406.0,21.0,1381.0,114.0,79.0,123.0,876.0,656.0,220.0,,,,,,7.0,,,,54.0,South Central (West)
81,Arkansas,Cities,Kensett,1678.0,105.0,36.0,61.0,8.0,34,4.0,21.0,9.0,,,,,,2.0,1.0,,,1.0,,,,,,9.0,,19.0,,,3.0,,3.0,,,,26.0,,,1.0,6.0,,1.0,1.0,17.0,4.0,,,7.0,5.0,2.0,,,,,,,,,,1.0,South Central (West)
82,Arkansas,Cities,Lakeview,745.0,23.0,5.0,12.0,6.0,4,2.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,,4.0,,,3.0,1.0,1.0,1.0,,,5.0,,,1.0,2.0,,,,2.0,,,,5.0,3.0,2.0,,,,,,,,,,1.0,South Central (West)
83,Arkansas,Cities,Lake Village,2567.0,352.0,112.0,206.0,34.0,110,52.0,25.0,33.0,,,,,1.0,1.0,1.0,,,,,,,1.0,,38.0,2.0,42.0,,,12.0,3.0,9.0,,,,93.0,1.0,,9.0,13.0,,12.0,,58.0,2.0,7.0,9.0,23.0,21.0,2.0,,,,,,,,,,11.0,South Central (West)
84,Arkansas,Cities,Lepanto,1895.0,149.0,31.0,103.0,15.0,27,6.0,21.0,,,,,,1.0,3.0,2.0,,,1.0,,,,1.0,,24.0,,12.0,,,5.0,1.0,2.0,2.0,,,54.0,,,7.0,3.0,1.0,7.0,2.0,34.0,1.0,,6.0,15.0,10.0,5.0,,,,,,,,,,,South Central (West)
85,Arkansas,Cities,Lewisville,1272.0,54.0,7.0,40.0,7.0,6,2.0,1.0,3.0,,,,,,1.0,,1.0,,,,,,,,10.0,1.0,5.0,,,1.0,,1.0,,,,23.0,,,1.0,,1.0,1.0,,20.0,,,,6.0,4.0,2.0,,,,,,,,,,1.0,South Central (West)
86,Arkansas,Cities,Lincoln,2308.0,86.0,21.0,58.0,7.0,20,,17.0,3.0,,,,,1.0,,,,,,,,,,,18.0,2.0,7.0,,,1.0,,1.0,,,,30.0,,,1.0,8.0,,3.0,3.0,15.0,,,,7.0,5.0,2.0,,,,,,,,,,,South Central (West)
87,Arkansas,Cities,Little Flock,2667.0,90.0,32.0,43.0,15.0,29,4.0,5.0,20.0,,,,,,3.0,1.0,1.0,,1.0,,,,,,4.0,1.0,8.0,,,4.0,2.0,2.0,,,,21.0,,,,8.0,,2.0,,11.0,3.0,,2.0,7.0,4.0,3.0,,,,,,,6.0,6.0,,2.0,South Central (West)
88,Arkansas,Cities,Little Rock,196055.0,32138.0,11135.0,19487.0,1516.0,10888,1632.0,6175.0,3081.0,45.0,45.0,,,53.0,149.0,140.0,9.0,,,,,,87.0,,4226.0,411.0,1213.0,1.0,,877.0,28.0,644.0,197.0,,8.0,10556.0,,4.0,1980.0,54.0,2.0,2935.0,164.0,5417.0,1133.0,814.0,169.0,1051.0,629.0,422.0,3.0,,1.0,2.0,,3.0,219.0,171.0,48.0,240.0,South Central (West)
89,Arkansas,Cities,Lonoke,4319.0,508.0,135.0,311.0,62.0,133,16.0,76.0,41.0,,,,,1.0,1.0,,,,1.0,,,,2.0,,40.0,19.0,55.0,,,10.0,1.0,9.0,,,,176.0,,,1.0,15.0,,9.0,1.0,150.0,3.0,2.0,4.0,54.0,35.0,19.0,,,,,,1.0,,,,7.0,South Central (West)
90,Arkansas,Cities,Lowell,7565.0,438.0,67.0,319.0,52.0,62,10.0,28.0,24.0,,,,,3.0,2.0,,,,2.0,,,,1.0,,55.0,5.0,59.0,,,8.0,2.0,6.0,,,,176.0,,1.0,5.0,33.0,,24.0,6.0,107.0,13.0,1.0,1.0,45.0,26.0,19.0,,,,,,1.0,,,,6.0,South Central (West)
91,Arkansas,Cities,Luxora,1169.0,20.0,7.0,13.0,0.0,7,2.0,2.0,3.0,,,,,,,,,,,,,,,,2.0,,7.0,,,,,,,,,4.0,,,,,,,,4.0,,,,,,,,,,,,,,,,,South Central (West)
92,Arkansas,Cities,Magnolia,11554.0,724.0,123.0,548.0,53.0,118,20.0,94.0,4.0,,,,,1.0,3.0,3.0,,,,1.0,,1.0,1.0,,157.0,34.0,49.0,1.0,,31.0,17.0,6.0,8.0,,,245.0,2.0,,36.0,45.0,3.0,34.0,5.0,120.0,24.0,4.0,2.0,47.0,40.0,7.0,,,,,,1.0,,,,5.0,South Central (West)
93,Arkansas,Cities,Marianna,4084.0,275.0,63.0,205.0,7.0,63,1.0,60.0,2.0,,,,,,,,,,,,,,2.0,,69.0,2.0,4.0,,,1.0,,1.0,,,,112.0,,1.0,13.0,7.0,,4.0,1.0,86.0,9.0,6.0,,4.0,4.0,,,,,,,,,,,3.0,South Central (West)
94,Arkansas,Cities,Marion,12300.0,1323.0,423.0,814.0,86.0,406,48.0,192.0,166.0,,,,,7.0,9.0,5.0,1.0,,3.0,1.0,1.0,,5.0,,178.0,9.0,154.0,,,39.0,24.0,12.0,3.0,,,388.0,,1.0,23.0,36.0,1.0,59.0,4.0,264.0,23.0,10.0,8.0,66.0,48.0,18.0,,,,,,3.0,,,,17.0,South Central (West)
95,Arkansas,Cities,Marmaduke,1132.0,135.0,32.0,85.0,18.0,30,13.0,10.0,7.0,,,,,,2.0,1.0,,,1.0,,,,,,21.0,4.0,10.0,,,,,,,,,49.0,,,4.0,14.0,,6.0,2.0,23.0,1.0,,,17.0,14.0,3.0,,,,,,,1.0,1.0,,,South Central (West)
96,Arkansas,Cities,Maumelle,17391.0,946.0,183.0,525.0,238.0,178,21.0,98.0,59.0,1.0,1.0,,,1.0,3.0,1.0,1.0,1.0,,,,,3.0,,52.0,15.0,81.0,,,29.0,8.0,17.0,4.0,,,318.0,1.0,1.0,25.0,6.0,,129.0,23.0,133.0,8.0,5.0,14.0,229.0,138.0,91.0,1.0,,1.0,,,,,,,8.0,South Central (West)
97,Arkansas,Cities,Mayflower,2307.0,191.0,31.0,108.0,52.0,29,2.0,13.0,14.0,,,,,,2.0,1.0,,,1.0,,,,,,24.0,2.0,6.0,,,10.0,,7.0,3.0,,,56.0,1.0,,7.0,19.0,,5.0,,24.0,6.0,1.0,3.0,48.0,29.0,19.0,,,,,,,,,,4.0,South Central (West)
98,Arkansas,Cities,McGehee,4157.0,454.0,139.0,295.0,20.0,130,22.0,66.0,42.0,,,,,5.0,4.0,3.0,,,1.0,,,,2.0,,47.0,7.0,75.0,,,19.0,2.0,16.0,1.0,,,135.0,,3.0,14.0,80.0,,6.0,5.0,27.0,5.0,3.0,2.0,14.0,10.0,4.0,,,,,,,,,,6.0,South Central (West)
99,Arkansas,Cities,McRae,696.0,71.0,22.0,49.0,0.0,20,1.0,8.0,11.0,,,,,,2.0,,,,2.0,,,,,,13.0,,8.0,,,1.0,,,1.0,,,27.0,,,1.0,7.0,,10.0,2.0,7.0,,,,,,,,,,,,,,,,,South Central (West)
100,Arkansas,Cities,Mena,5745.0,735.0,160.0,537.0,38.0,147,9.0,77.0,61.0,1.0,1.0,,,4.0,8.0,5.0,1.0,,2.0,,,,2.0,,109.0,29.0,51.0,,,8.0,1.0,4.0,3.0,,,313.0,,,40.0,77.0,2.0,40.0,4.0,150.0,10.0,2.0,13.0,33.0,20.0,13.0,,,,,,1.0,,,,4.0,South Central (West)
101,Arkansas,Cities,Mineral Springs,1221.0,47.0,13.0,27.0,7.0,13,2.0,9.0,2.0,,,,,,,,,,,,,,,,10.0,,7.0,,,1.0,,1.0,,,,8.0,,,,1.0,,,1.0,6.0,1.0,,,5.0,5.0,,,,,,,,,,,2.0,South Central (West)
102,Arkansas,Cities,Monticello,9482.0,898.0,170.0,638.0,90.0,162,31.0,101.0,30.0,,,,,4.0,4.0,3.0,1.0,,,,,,,,111.0,24.0,122.0,,,34.0,4.0,11.0,19.0,,,335.0,3.0,2.0,82.0,22.0,,45.0,5.0,176.0,7.0,4.0,1.0,69.0,62.0,7.0,,,,,,,,,,21.0,South Central (West)
103,Arkansas,Cities,Morrilton,6792.0,942.0,250.0,484.0,208.0,239,17.0,113.0,109.0,,,,,3.0,8.0,2.0,,,6.0,,,,,,36.0,11.0,97.0,,,28.0,1.0,13.0,14.0,,,298.0,2.0,1.0,55.0,79.0,1.0,36.0,8.0,116.0,6.0,,8.0,193.0,148.0,45.0,,,,,,1.0,,,,14.0,South Central (West)
104,Arkansas,Cities,Mountain Home,12501.0,1208.0,148.0,869.0,191.0,133,1.0,94.0,38.0,,,,,,15.0,6.0,,8.0,1.0,,,,,,32.0,27.0,133.0,,,48.0,35.0,13.0,,,,615.0,6.0,,109.0,3.0,,90.0,1.0,406.0,12.0,,2.0,188.0,138.0,50.0,,,,,,,,,,3.0,South Central (West)
105,Arkansas,Cities,Mountain View,2804.0,243.0,59.0,147.0,37.0,55,8.0,26.0,21.0,,,,,,4.0,4.0,,,,,,,1.0,,22.0,6.0,24.0,,,8.0,3.0,4.0,1.0,,,82.0,1.0,2.0,8.0,11.0,2.0,5.0,1.0,52.0,3.0,,1.0,32.0,27.0,5.0,,,,,,1.0,,,,4.0,South Central (West)
106,Arkansas,Cities,Mulberry,1660.0,195.0,73.0,113.0,9.0,68,6.0,50.0,12.0,,,,,1.0,4.0,2.0,,,2.0,,,,,,34.0,2.0,12.0,,,4.0,,4.0,,,,60.0,,,3.0,,,,,57.0,,1.0,,8.0,5.0,3.0,,,,,,,,,,1.0,South Central (West)
107,Arkansas,Cities,Murfreesboro,1644.0,81.0,10.0,14.0,57.0,9,2.0,7.0,,,,,,,1.0,,,1.0,,,,,,,,1.0,2.0,,,1.0,1.0,,,,,10.0,,,5.0,,,,,5.0,,,,53.0,33.0,20.0,,,,,,,,,,4.0,South Central (West)
108,Arkansas,Cities,Nashville,4678.0,497.0,40.0,390.0,67.0,35,16.0,6.0,13.0,,,,,,5.0,2.0,,,3.0,,,,,,66.0,24.0,30.0,,,16.0,2.0,13.0,1.0,,,245.0,,1.0,50.0,6.0,,15.0,,173.0,1.0,1.0,7.0,58.0,44.0,14.0,,,,,,,,,,9.0,South Central (West)
109,Arkansas,Cities,Newport,7862.0,1284.0,294.0,897.0,93.0,281,3.0,196.0,82.0,,,,,,11.0,5.0,6.0,,,2.0,,2.0,3.0,,154.0,35.0,193.0,,,11.0,,11.0,,,,469.0,,,17.0,,,,,452.0,19.0,13.0,,74.0,57.0,17.0,,,,,,,,,,19.0,South Central (West)
110,Arkansas,Cities,North Little Rock,63125.0,10425.0,1821.0,7746.0,858.0,1781,274.0,997.0,510.0,9.0,8.0,1.0,,11.0,14.0,9.0,1.0,,4.0,6.0,,6.0,10.0,,1188.0,181.0,1419.0,12.0,,287.0,48.0,211.0,25.0,2.0,1.0,3925.0,13.0,17.0,863.0,429.0,9.0,1120.0,180.0,1294.0,369.0,179.0,176.0,694.0,529.0,165.0,,,,,,,2.0,2.0,,162.0,South Central (West)
111,Arkansas,Cities,Osceola,7702.0,1072.0,238.0,754.0,80.0,224,88.0,51.0,85.0,,,,,2.0,10.0,9.0,,,1.0,2.0,1.0,1.0,4.0,,195.0,19.0,202.0,,,30.0,7.0,12.0,11.0,,,288.0,1.0,1.0,45.0,19.0,4.0,35.0,8.0,175.0,10.0,5.0,1.0,71.0,56.0,15.0,,,,,,,,,,9.0,South Central (West)
112,Arkansas,Cities,Ozark,3683.0,495.0,147.0,307.0,41.0,135,13.0,61.0,61.0,,,,,,12.0,5.0,1.0,1.0,5.0,,,,,,46.0,17.0,53.0,,,29.0,2.0,22.0,5.0,,,152.0,,,2.0,43.0,,9.0,4.0,94.0,4.0,1.0,5.0,39.0,28.0,11.0,,,,,,,,,,2.0,South Central (West)
113,Arkansas,Cities,Pangburn,611.0,57.0,14.0,37.0,6.0,14,,4.0,10.0,,,,,,,,,,,,,,,,8.0,4.0,2.0,,,1.0,,1.0,,,,21.0,,,1.0,6.0,,1.0,,13.0,1.0,,,6.0,6.0,,,,,,,,,,,,South Central (West)
114,Arkansas,Cities,Paragould,26602.0,4114.0,1017.0,2950.0,147.0,974,61.0,656.0,257.0,4.0,2.0,2.0,,2.0,30.0,10.0,8.0,,12.0,7.0,,7.0,6.0,,580.0,82.0,623.0,,,89.0,34.0,53.0,,,2.0,1456.0,,,194.0,,,,,1262.0,88.0,16.0,10.0,122.0,92.0,30.0,,,,,,1.0,1.0,,1.0,23.0,South Central (West)
115,Arkansas,Cities,Paris,3535.0,376.0,66.0,269.0,41.0,65,6.0,27.0,32.0,,,,,,1.0,,,,1.0,,,,,,75.0,13.0,27.0,,,7.0,3.0,3.0,1.0,,,130.0,,2.0,6.0,25.0,,20.0,2.0,75.0,7.0,,10.0,37.0,22.0,15.0,,,,,,,,,,4.0,South Central (West)
116,Arkansas,Cities,Parkin,1103.0,114.0,21.0,55.0,38.0,21,8.0,5.0,8.0,,,,,,,,,,,,,,2.0,,23.0,,9.0,,,3.0,1.0,,2.0,,,18.0,,,,,,,,18.0,,,,34.0,22.0,12.0,,,,,,,,,,4.0,South Central (West)
117,Arkansas,Cities,Pea Ridge,4948.0,321.0,99.0,171.0,51.0,93,22.0,18.0,53.0,,,,,1.0,5.0,1.0,,3.0,1.0,,,,1.0,,36.0,7.0,43.0,,,8.0,1.0,6.0,1.0,,,67.0,,,1.0,7.0,,5.0,,54.0,2.0,1.0,6.0,46.0,27.0,19.0,,,,,,,1.0,1.0,,4.0,South Central (West)
118,Arkansas,Cities,Perryville,1461.0,63.0,21.0,40.0,2.0,21,1.0,13.0,7.0,,,,,,,,,,,,,,,,3.0,1.0,7.0,,,1.0,1.0,,,,,27.0,,,2.0,5.0,,5.0,1.0,14.0,1.0,,,1.0,1.0,,,,,,,,,,,1.0,South Central (West)
119,Arkansas,Cities,Piggott,3813.0,202.0,26.0,161.0,15.0,26,4.0,13.0,9.0,,,,,,,,,,,,,,1.0,,40.0,6.0,41.0,,,4.0,2.0,2.0,,,,67.0,,,1.0,14.0,1.0,24.0,1.0,26.0,,,2.0,14.0,8.0,6.0,,,,,,,,,,1.0,South Central (West)
120,Arkansas,Cities,Pine Bluff,48522.0,10714.0,2859.0,7454.0,401.0,2772,445.0,1557.0,770.0,16.0,14.0,1.0,1.0,7.0,52.0,33.0,7.0,1.0,11.0,12.0,1.0,11.0,39.0,,1121.0,107.0,2431.0,,,361.0,119.0,204.0,38.0,,,3003.0,,,359.0,,5.0,191.0,,2448.0,184.0,136.0,72.0,306.0,235.0,71.0,,,,,,1.0,1.0,1.0,,93.0,South Central (West)
121,Arkansas,Cities,Plummerville,830.0,69.0,28.0,26.0,15.0,23,9.0,14.0,,,,,,2.0,3.0,2.0,1.0,,,,,,,,3.0,4.0,5.0,,,5.0,,2.0,3.0,,,8.0,,,3.0,2.0,,,,3.0,,,1.0,12.0,6.0,6.0,,,,,,1.0,,,,2.0,South Central (West)
122,Arkansas,Cities,Pocahontas,6650.0,55.0,19.0,9.0,27.0,19,4.0,11.0,4.0,,,,,,,,,,,,,,,,2.0,,,,,1.0,,,1.0,,,6.0,,,3.0,,,,,3.0,,,,25.0,22.0,3.0,,,,,,,,,,2.0,South Central (West)
123,Arkansas,Cities,Pottsville,2877.0,83.0,23.0,54.0,6.0,21,5.0,14.0,2.0,,,,,1.0,1.0,1.0,,,,,,,,,29.0,1.0,6.0,,,2.0,,1.0,1.0,,,14.0,,1.0,,8.0,,1.0,,4.0,1.0,,1.0,5.0,2.0,3.0,,,,,,1.0,,,,,South Central (West)
124,Arkansas,Cities,Prairie Grove,4497.0,244.0,74.0,114.0,56.0,65,9.0,40.0,16.0,5.0,1.0,4.0,,2.0,2.0,,,,2.0,,,,,,13.0,6.0,14.0,,,7.0,2.0,,5.0,,,71.0,,1.0,10.0,3.0,,3.0,1.0,53.0,2.0,,1.0,54.0,32.0,22.0,,,,,,,,,,2.0,South Central (West)
125,Arkansas,Cities,Prescott,3317.0,289.0,73.0,202.0,14.0,67,12.0,51.0,4.0,,,,,,6.0,1.0,,,5.0,,,,4.0,,42.0,6.0,26.0,,,6.0,3.0,2.0,,,1.0,111.0,,1.0,33.0,24.0,,13.0,3.0,37.0,1.0,4.0,2.0,12.0,12.0,,,,,,,,,,,2.0,South Central (West)
126,Arkansas,Cities,Quitman,764.0,70.0,20.0,34.0,16.0,20,,7.0,13.0,,,,,,,,,,,,,,1.0,,1.0,4.0,6.0,,,,,,,,,21.0,,1.0,,5.0,,2.0,1.0,12.0,1.0,,,14.0,11.0,3.0,,,,,,,,,,2.0,South Central (West)
127,Arkansas,Cities,Redfield,1280.0,89.0,10.0,65.0,14.0,10,1.0,6.0,3.0,,,,,,,,,,,,,,,,14.0,1.0,13.0,,,4.0,,4.0,,,,28.0,,,2.0,2.0,,4.0,,20.0,4.0,,1.0,14.0,11.0,3.0,,,,,,,,,,,South Central (West)
128,Arkansas,Cities,Rison,1349.0,69.0,10.0,59.0,0.0,10,1.0,8.0,1.0,,,,,,,,,,,,,,,,23.0,1.0,10.0,,,,,,,,,23.0,,,,8.0,,5.0,2.0,8.0,1.0,1.0,,,,,,,,,,,,,,,South Central (West)
129,Arkansas,Cities,Rogers,57757.0,3968.0,644.0,2918.0,406.0,539,148.0,241.0,150.0,,,,,7.0,98.0,45.0,7.0,2.0,44.0,,,,5.0,,321.0,99.0,404.0,27.0,,245.0,65.0,104.0,76.0,,,1734.0,2.0,2.0,461.0,,2.0,288.0,2.0,977.0,53.0,11.0,19.0,381.0,240.0,141.0,,,,,,6.0,,,,19.0,South Central (West)
130,Arkansas,Cities,Russellville,28267.0,2619.0,411.0,1906.0,302.0,384,70.0,274.0,40.0,,,,,3.0,24.0,19.0,2.0,,3.0,,,,3.0,,264.0,41.0,387.0,3.0,,114.0,1.0,90.0,23.0,,,1013.0,,,174.0,,1.0,35.0,,803.0,61.0,6.0,14.0,280.0,172.0,108.0,,,,,,1.0,,,,21.0,South Central (West)
131,Arkansas,Cities,Sheridan,4655.0,340.0,113.0,215.0,12.0,106,16.0,40.0,50.0,2.0,1.0,,1.0,,5.0,1.0,3.0,1.0,,,,,,,55.0,8.0,19.0,,,13.0,3.0,10.0,,,,111.0,,,16.0,16.0,,19.0,1.0,59.0,3.0,1.0,5.0,11.0,7.0,4.0,,,,,,,,,,1.0,South Central (West)
