,State,Agency_Type,Agency_Name,Population,Total_Offenses,Crimes_Against_Persons,Crimes_Against_Property,Crimes_Against_Society,Crimes_Against_Persons,Aggravated_Assault,Simple_Assault,Intimidation,Homicide_Offenses,Murder_and_Nonnegligent_Manslaughter,Negligent_Manslaughter,Justifiable_Homicide,Human_Trafficking_Offenses,Commercial_Sex_Acts,Involuntary_Servitude,Kidnapping__Abduction,Sex_Offenses,Rape,Sodomy,Sexual_Assault_With_An_Object,Fondling,"Sex_Offenses,_Nonforcible",Incest,Statutory_Rape,Arson,Bribery,Burglary__Breaking_&_Entering,Counterfeiting__Forgery,Destruction__Damage__Vandalism_of_Property,Embezzlement,Extortion__Blackmail,Fraud_Offenses,False_Pretenses__Swindle__Confidence_Game,Credit_Card__Automated_Teller_Machine_Fraud,Impersonation,Welfare_Fraud,Wire_Fraud,Larceny__Theft_Offenses,Pocketpicking,Pursesnatching,Shoplifting,Theft_From_Building,Theft_From_Coin_Operated_Machine_or_Device,Theft_From_Motor_Vehicle,Theft_of__Motor__Vehicle_Parts_or_Accessories,All_Other_Larceny,Motor_Vehicle_Theft,Robbery,Stolen_Property_Offenses,Drug__Narcotic_Offenses,Drug__Narcotic_Violations,Drug_Equipment_Violations,Gambling_Offenses,Betting__Wagering,Operating__Promoting__Assisting_Gambling,Gambling_Equipment_Violations,Sports_Tampering,Pornography__Obscene_Material,Prostitution_Offenses,Prostitution,Assisting_or_Promoting_Prostitution,Purchasing_Prostitution,Weapon_Law_Violations,Region
978,Kansas,Cities,Victoria,1237.0,20.0,2.0,14.0,4.0,2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Midwest (West)
979,Kansas,Cities,Wa Keeney,1852.0,78.0,23.0,31.0,24.0,23,0.0,21.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,6.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,4.0,2.0,0.0,2.0,1.0,3.0,2.0,0.0,0.0,18.0,10.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,Midwest (West)
980,Kansas,Cities,Wamego,4514.0,182.0,50.0,121.0,11.0,49,4.0,36.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,16.0,0.0,35.0,1.0,0.0,7.0,2.0,2.0,3.0,0.0,0.0,53.0,0.0,0.0,5.0,12.0,0.0,17.0,2.0,17.0,4.0,0.0,2.0,11.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Midwest (West)
981,Kansas,Cities,Waterville,664.0,8.0,1.0,5.0,2.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Midwest (West)
982,Kansas,Cities,Wathena,1348.0,72.0,21.0,27.0,24.0,19,2.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,6.0,0.0,0.0,6.0,2.0,2.0,2.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,5.0,0.0,0.0,1.0,23.0,13.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Midwest (West)
983,Kansas,Cities,Waverly,574.0,2.0,2.0,0.0,0.0,2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Midwest (West)
984,Kansas,Cities,Wellington,7945.0,1115.0,239.0,740.0,136.0,227,29.0,165.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,86.0,32.0,175.0,2.0,0.0,80.0,45.0,25.0,10.0,0.0,0.0,324.0,0.0,0.0,59.0,71.0,0.0,40.0,36.0,118.0,31.0,3.0,6.0,126.0,70.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,Midwest (West)
985,Kansas,Cities,Wellsville,1840.0,58.0,19.0,36.0,3.0,16,2.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,9.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,21.0,0.0,0.0,1.0,7.0,0.0,2.0,2.0,9.0,0.0,1.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Midwest (West)
986,Kansas,Cities,Westwood,2071.0,81.0,10.0,70.0,1.0,8,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,23.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,5.0,0.0,16.0,2.0,4.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Midwest (West)
987,Kansas,Cities,Wichita,386486.0,50826.0,14053.0,32230.0,4543.0,13311,2342.0,7953.0,3016.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,113.0,614.0,222.0,23.0,0.0,369.0,0.0,0.0,0.0,113.0,0.0,3645.0,827.0,6840.0,716.0,7.0,2596.0,1076.0,879.0,636.0,5.0,0.0,14956.0,23.0,84.0,3378.0,2903.0,18.0,4488.0,980.0,3082.0,1982.0,472.0,76.0,3570.0,2602.0,968.0,1.0,0.0,1.0,0.0,0.0,61.0,201.0,137.0,64.0,0.0,710.0,Midwest (West)
988,Kansas,Cities,Winchester,543.0,13.0,0.0,12.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Midwest (West)
989,Kansas,Cities,Yates Center,1400.0,34.0,11.0,23.0,0.0,11,0.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Midwest (West)
990,Kansas,Universities and Colleges,Fort Hays State University,13310.0,120.0,16.0,81.0,23.0,14,1.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,27.0,0.0,1.0,11.0,2.0,8.0,1.0,0.0,0.0,34.0,0.0,0.0,0.0,13.0,0.0,11.0,0.0,10.0,0.0,0.0,1.0,23.0,11.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Midwest (West)
991,Kansas,Universities and Colleges,Kansas City Kansas Community College,7479.0,66.0,12.0,54.0,0.0,12,1.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,25.0,0.0,3.0,9.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Midwest (West)
992,Kansas,Universities and Colleges,Kansas State University,24378.0,277.0,20.0,236.0,21.0,16,3.0,8.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,74.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,143.0,1.0,1.0,0.0,18.0,0.0,30.0,4.0,89.0,1.0,1.0,2.0,21.0,13.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Midwest (West)
993,Kansas,Universities and Colleges,Pittsburg State University,7289.0,140.0,19.0,118.0,3.0,19,0.0,15.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,27.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,29.0,1.0,16.0,1.0,33.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Midwest (West)
994,Kansas,Universities and Colleges,University of Kansas:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Midwest (West)
995,Kansas,Universities and Colleges,Main Campus,27135.0,455.0,41.0,322.0,92.0,31,3.0,21.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,121.0,0.0,0.0,5.0,3.0,2.0,0.0,0.0,0.0,168.0,0.0,0.0,0.0,63.0,13.0,11.0,8.0,73.0,5.0,0.0,0.0,92.0,45.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Midwest (West)
996,Kansas,Universities and Colleges,Medical Center3,,438.0,119.0,230.0,89.0,114,3.0,94.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,45.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,169.0,1.0,0.0,1.0,140.0,0.0,7.0,17.0,3.0,6.0,1.0,1.0,74.0,39.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,Midwest (West)
997,Kansas,Universities and Colleges,Washburn University,7204.0,152.0,12.0,128.0,12.0,10,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,36.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,8.0,29.0,0.0,17.0,6.0,15.0,2.0,0.0,2.0,12.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Midwest (West)
998,Kansas,Universities and Colleges,Wichita State University,14716.0,160.0,29.0,118.0,13.0,28,2.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,86.0,1.0,0.0,3.0,52.0,0.0,12.0,9.0,9.0,2.0,1.0,4.0,11.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Midwest (West)
999,Kansas,Metropolitan Counties,Butler,,1446.0,210.0,1104.0,132.0,185,44.0,120.0,21.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,18.0,5.0,1.0,0.0,12.0,1.0,0.0,1.0,14.0,0.0,200.0,12.0,343.0,3.0,0.0,99.0,25.0,36.0,38.0,0.0,0.0,384.0,0.0,0.0,2.0,31.0,0.0,41.0,79.0,231.0,42.0,1.0,6.0,123.0,61.0,62.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,6.0,Midwest (West)
1000,Kansas,Metropolitan Counties,Doniphan,,124.0,23.0,83.0,18.0,23,6.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,23.0,0.0,0.0,7.0,1.0,4.0,2.0,0.0,0.0,24.0,0.0,0.0,3.0,7.0,0.0,2.0,6.0,6.0,6.0,0.0,0.0,13.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,Midwest (West)
1001,Kansas,Metropolitan Counties,Douglas,,485.0,117.0,296.0,72.0,109,16.0,72.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,66.0,1.0,101.0,1.0,0.0,14.0,4.0,5.0,5.0,0.0,0.0,98.0,0.0,1.0,0.0,19.0,0.0,23.0,6.0,49.0,9.0,1.0,5.0,62.0,39.0,23.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,Midwest (West)
1002,Kansas,Metropolitan Counties,Harvey,,227.0,41.0,129.0,57.0,38,12.0,23.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,30.0,1.0,41.0,0.0,0.0,9.0,3.0,2.0,4.0,0.0,0.0,38.0,0.0,0.0,1.0,3.0,0.0,7.0,1.0,26.0,5.0,0.0,4.0,55.0,29.0,26.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Midwest (West)
1003,Kansas,Metropolitan Counties,Jackson,,371.0,71.0,200.0,100.0,68,11.0,44.0,13.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,36.0,1.0,60.0,0.0,0.0,20.0,5.0,7.0,8.0,0.0,0.0,66.0,0.0,0.0,2.0,10.0,4.0,6.0,11.0,33.0,5.0,0.0,10.0,95.0,49.0,46.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,Midwest (West)
1004,Kansas,Metropolitan Counties,Jefferson,,741.0,161.0,471.0,109.0,143,31.0,93.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,4.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,0.0,61.0,26.0,134.0,0.0,0.0,50.0,28.0,8.0,14.0,0.0,0.0,159.0,0.0,0.0,9.0,23.0,0.0,12.0,47.0,68.0,33.0,0.0,5.0,103.0,52.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,Midwest (West)
1005,Kansas,Metropolitan Counties,Johnson,,1155.0,279.0,476.0,400.0,260,28.0,171.0,61.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,12.0,2.0,3.0,0.0,7.0,1.0,0.0,1.0,5.0,0.0,55.0,8.0,134.0,2.0,2.0,66.0,23.0,16.0,27.0,0.0,0.0,164.0,1.0,1.0,1.0,54.0,1.0,42.0,7.0,57.0,27.0,0.0,13.0,322.0,179.0,143.0,0.0,0.0,0.0,0.0,0.0,19.0,47.0,43.0,4.0,0.0,12.0,Midwest (West)
1006,Kansas,Metropolitan Counties,Kingman,,160.0,20.0,126.0,14.0,16,2.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,21.0,0.0,36.0,0.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,51.0,0.0,0.0,0.0,9.0,0.0,13.0,2.0,27.0,13.0,0.0,1.0,11.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,Midwest (West)
1007,Kansas,Metropolitan Counties,Leavenworth,,856.0,223.0,552.0,81.0,214,36.0,146.0,32.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,11.0,0.0,122.0,2.0,210.0,1.0,0.0,34.0,12.0,9.0,13.0,0.0,0.0,128.0,0.0,0.0,0.0,37.0,1.0,27.0,10.0,53.0,30.0,3.0,11.0,67.0,35.0,32.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13.0,Midwest (West)
1008,Kansas,Metropolitan Counties,Miami,,656.0,124.0,441.0,91.0,109,17.0,66.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0,4.0,2.0,0.0,7.0,0.0,0.0,0.0,5.0,0.0,92.0,2.0,181.0,0.0,0.0,31.0,6.0,8.0,17.0,0.0,0.0,113.0,0.0,0.0,1.0,15.0,0.0,12.0,7.0,78.0,13.0,1.0,3.0,81.0,44.0,37.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,8.0,Midwest (West)
1009,Kansas,Metropolitan Counties,Osage,,320.0,75.0,177.0,68.0,74,15.0,36.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,44.0,4.0,58.0,0.0,0.0,9.0,6.0,1.0,2.0,0.0,0.0,48.0,0.0,0.0,0.0,5.0,0.0,9.0,15.0,19.0,11.0,0.0,1.0,68.0,33.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Midwest (West)
1010,Kansas,Metropolitan Counties,Pottawatomie,,776.0,226.0,446.0,104.0,208,24.0,127.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,11.0,3.0,3.0,0.0,5.0,0.0,0.0,0.0,4.0,0.0,65.0,9.0,136.0,6.0,1.0,47.0,17.0,22.0,8.0,0.0,0.0,151.0,2.0,0.0,23.0,36.0,2.0,20.0,21.0,47.0,20.0,2.0,5.0,98.0,49.0,49.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,Midwest (West)
1011,Kansas,Metropolitan Counties,Riley County Police Department,,3762.0,1045.0,2113.0,604.0,989,107.0,808.0,74.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,47.0,19.0,5.0,0.0,23.0,0.0,0.0,0.0,9.0,0.0,210.0,53.0,675.0,1.0,3.0,128.0,22.0,75.0,31.0,0.0,0.0,970.0,6.0,2.0,130.0,176.0,4.0,234.0,42.0,376.0,48.0,16.0,0.0,559.0,342.0,217.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,41.0,Midwest (West)
1012,Kansas,Metropolitan Counties,Sedgwick,,611.0,152.0,272.0,187.0,141,11.0,117.0,13.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,1.0,49.0,4.0,96.0,0.0,0.0,27.0,7.0,18.0,2.0,0.0,0.0,74.0,0.0,0.0,3.0,13.0,0.0,26.0,3.0,29.0,15.0,3.0,0.0,176.0,90.0,86.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,Midwest (West)
1013,Kansas,Metropolitan Counties,Shawnee,,2013.0,406.0,1363.0,244.0,386,85.0,266.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,11.0,4.0,2.0,0.0,5.0,0.0,0.0,0.0,4.0,0.0,196.0,35.0,422.0,1.0,0.0,51.0,12.0,26.0,13.0,0.0,0.0,581.0,0.0,0.0,5.0,90.0,0.0,101.0,160.0,225.0,51.0,3.0,19.0,229.0,117.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,Midwest (West)
1014,Kansas,Metropolitan Counties,Sumner,,444.0,113.0,258.0,73.0,107,18.0,67.0,22.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,63.0,1.0,86.0,1.0,1.0,10.0,3.0,2.0,5.0,0.0,0.0,81.0,0.0,0.0,2.0,12.0,0.0,7.0,7.0,53.0,11.0,1.0,0.0,71.0,36.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Midwest (West)
1015,Kansas,Metropolitan Counties,Wabaunsee,,254.0,76.0,161.0,17.0,68,12.0,43.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,33.0,1.0,69.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,6.0,0.0,13.0,5.0,25.0,3.0,0.0,1.0,11.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,Midwest (West)
1016,Kansas,Metropolitan Counties,Wyandotte,,292.0,97.0,147.0,48.0,90,31.0,51.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,7.0,5.0,78.0,1.0,0.0,12.0,5.0,0.0,7.0,0.0,0.0,29.0,0.0,0.0,10.0,4.0,0.0,3.0,1.0,11.0,4.0,2.0,7.0,43.0,21.0,22.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,Midwest (West)
1017,Kansas,Nonmetropolitan Counties,Allen,,183.0,37.0,125.0,21.0,33,2.0,28.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,21.0,6.0,35.0,0.0,0.0,9.0,6.0,2.0,1.0,0.0,0.0,48.0,0.0,0.0,2.0,10.0,0.0,8.0,2.0,26.0,4.0,0.0,0.0,16.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,Midwest (West)
1018,Kansas,Nonmetropolitan Counties,Anderson,,206.0,46.0,133.0,27.0,38,7.0,21.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,47.0,0.0,0.0,5.0,0.0,2.0,3.0,0.0,0.0,37.0,0.0,0.0,0.0,2.0,0.0,4.0,5.0,26.0,3.0,0.0,3.0,25.0,13.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Midwest (West)
1019,Kansas,Nonmetropolitan Counties,Barber,,139.0,21.0,91.0,27.0,21,6.0,11.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,17.0,1.0,34.0,2.0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,27.0,0.0,0.0,0.0,5.0,0.0,2.0,3.0,17.0,5.0,0.0,1.0,26.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Midwest (West)
1020,Kansas,Nonmetropolitan Counties,Barton,,262.0,71.0,171.0,20.0,68,7.0,47.0,14.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,60.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,5.0,0.0,13.0,7.0,44.0,7.0,0.0,1.0,16.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,Midwest (West)
1021,Kansas,Nonmetropolitan Counties,Bourbon,,334.0,92.0,207.0,35.0,77,15.0,51.0,11.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,9.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,43.0,7.0,75.0,1.0,0.0,14.0,7.0,6.0,1.0,0.0,0.0,60.0,0.0,0.0,5.0,11.0,0.0,8.0,4.0,32.0,4.0,0.0,2.0,33.0,17.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Midwest (West)
1022,Kansas,Nonmetropolitan Counties,Brown,,242.0,49.0,96.0,97.0,45,1.0,34.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,21.0,0.0,0.0,13.0,2.0,1.0,10.0,0.0,0.0,32.0,0.0,0.0,1.0,4.0,0.0,4.0,4.0,19.0,6.0,0.0,0.0,93.0,50.0,43.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,Midwest (West)
1023,Kansas,Nonmetropolitan Counties,Chautauqua,,111.0,19.0,43.0,49.0,17,2.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,12.0,0.0,0.0,4.0,1.0,2.0,1.0,0.0,0.0,15.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,10.0,2.0,0.0,0.0,44.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,Midwest (West)
1024,Kansas,Nonmetropolitan Counties,Cherokee,,638.0,135.0,417.0,86.0,122,33.0,77.0,12.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,5.0,1.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,107.0,3.0,108.0,0.0,0.0,35.0,7.0,24.0,4.0,0.0,0.0,130.0,0.0,0.0,0.0,26.0,0.0,17.0,26.0,61.0,18.0,1.0,12.0,77.0,40.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,Midwest (West)
