"X","State","Agency_Type","Agency_Name","Population","Region","codes","Total_Offenses","Crimes_Against_Persons","Crimes_Against_Property","Crimes_Against_Society","Crimes_Against_Persons.1","Aggravated_Assault","Simple_Assault","Intimidation","Homicide_Offenses","Murder_and_Nonnegligent_Manslaughter","Negligent_Manslaughter","Justifiable_Homicide","Kidnapping__Abduction","Sex_Offenses","Rape","Sodomy","Sexual_Assault_With_An_Object","Fondling","Sex_Offenses._Nonforcible","Incest","Statutory_Rape","Arson","Bribery","Burglary__Breaking_._Entering","Counterfeiting__Forgery","Destruction__Damage__Vandalism","Embezzlement","Extortion__Blackmail","Fraud_Offenses","False_Pretenses__Swindle__Confidence_Game","Credit_Card__Automated_Teller_Machine_Fraud","Impersonation","Welfare_Fraud","Wire_Fraud","LarcenyTheft_Offenses","Pocketpicking","Pursesnatching","Shoplifting","Theft_From_Building","Theft_From_Coinoperated_Machine","Theft_From_Motor_Vehicle","Theft_of_Motor_Vehicle_Parts_or_Accessories","All_Other_Larceny","Motor_Vehicle_Theft","Robbery","Stolen_Property_Offenses_","Drug__Narcotic_Offenses","Drug__Narcotic_Violations","Drug_Equipment_Violations","Gambling_Offenses","Betting__Wagering","Operating__Promoting__Assisting_Gambling","Gambling_Equipment_Violations","Sports_Tampering","Pornography__Obscene_Material","Prostitution_Offenses","Prostitution","Assisting_or_Promoting_Prostitution","Weapon_Law_Violations"
583,"Idaho","Cities","Pocatello",55182,"West Mountain","ID",0.0710739009097169,0.0188829690841216,0.0415715269471929,0.0106194048784024,0.0180493639230184,0.00197528179478816,0.0151498677104853,0.000924214417744917,1.81218513283317e-05,1.81218513283317e-05,NA,NA,0.000163096661954985,0.000434924431879961,0.000181218513283317,3.62437026566634e-05,7.24874053133268e-05,0.000144974810626654,0.00021746221593998,NA,0.00021746221593998,7.24874053133268e-05,NA,0.00458482838606792,0.000761117755789931,0.010981841904969,0.000344315175238302,NA,0.00164908847087818,0.000489289985864956,0.000724874053133268,0.000380558877894966,NA,5.43655539849951e-05,0.0217643434453264,1.81218513283317e-05,0.000235584067268312,0.00360624841433801,0.00299010546917473,7.24874053133268e-05,0.00478416875067957,0.00063426479649161,0.00942336269073248,0.000906092566416585,0.000398680729223297,0.00010873110796999,0.0096589467580008,0.00525533688521619,0.0044036098727846,NA,NA,NA,NA,NA,9.06092566416585e-05,NA,NA,NA,0.000869848863759922
584,"Idaho","Cities","Ponderay",1143,"West Mountain","ID",0.186351706036745,0.0148731408573928,0.138232720909886,0.0332458442694663,0.0113735783027122,NA,0.010498687664042,0.000874890638670166,NA,NA,NA,NA,NA,0.00349956255468067,0.00174978127734033,NA,NA,0.00174978127734033,NA,NA,NA,NA,NA,0.0131233595800525,0.0026246719160105,0.0174978127734033,NA,NA,0.005249343832021,0.005249343832021,NA,NA,NA,NA,0.0962379702537183,NA,NA,0.0271216097987752,NA,0.000874890638670166,0.00174978127734033,NA,0.0664916885389326,0.00349956255468067,NA,NA,0.0306211723534558,0.0201224846894138,0.010498687664042,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0026246719160105
585,"Idaho","Cities","Post Falls",28294,"West Mountain","ID",0.0712518555170708,0.0123347706227469,0.047112462006079,0.0118046228882449,0.0112391319714427,0.00148441365660564,0.00911854103343465,0.000636177281402417,NA,NA,NA,NA,0.000141372729200537,0.000848236375203223,0.000212059093800806,NA,3.53431823001343e-05,0.000600834099102283,0.000106029546900403,NA,0.000106029546900403,0.000282745458401074,NA,0.00600834099102283,0.000565490916802149,0.00950731603873613,3.53431823001343e-05,NA,0.00272142503711034,0.000600834099102283,0.00169647275040645,0.000353431823001343,NA,7.06863646002686e-05,0.0259065526259984,3.53431823001343e-05,3.53431823001343e-05,0.00728069555382767,0.000141372729200537,3.53431823001343e-05,0.0061850569025235,0.000636177281402417,0.0115572206121439,0.00144907047430551,0.000141372729200537,0.00049480455220188,0.0111331024245423,0.00558422280342122,0.00554887962112109,NA,NA,NA,NA,NA,0.000106029546900403,3.53431823001343e-05,3.53431823001343e-05,NA,0.000530147734502015
586,"Idaho","Cities","Preston",5265,"West Mountain","ID",0.0313390313390313,0.00816714150047483,0.0214624881291548,0.00170940170940171,0.00683760683760684,0.000949667616334283,0.00588793922127255,NA,NA,NA,NA,NA,NA,0.001329534662868,0.00056980056980057,NA,NA,0.000759734093067426,NA,NA,NA,NA,NA,0.00417853751187085,NA,0.00398860398860399,NA,NA,0.00189933523266857,0.00113960113960114,0.00056980056980057,0.000189933523266857,NA,NA,0.0110161443494777,NA,NA,0.00360873694207028,0.000379867046533713,NA,0.000189933523266857,0.000379867046533713,0.00645773979107312,0.000379867046533713,NA,NA,0.00170940170940171,0.00151946818613485,0.000189933523266857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
587,"Idaho","Cities","Priest River",1759,"West Mountain","ID",0.0420693575895395,0.0113700966458215,0.0193291642978965,0.0113700966458215,0.0108015918135304,NA,0.00909607731665719,0.00170551449687322,0.000568504832291074,0.000568504832291074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00284252416145537,0.000568504832291074,0.0045480386583286,NA,NA,0.00113700966458215,0.000568504832291074,0.000568504832291074,NA,NA,NA,0.00852757248436612,NA,NA,0.00170551449687322,NA,NA,NA,NA,0.00682205798749289,0.00170551449687322,NA,NA,0.0108015918135304,0.00682205798749289,0.00397953382603752,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000568504832291074
588,"Idaho","Cities","Rathdrum",7016,"West Mountain","ID",0.0558722919042189,0.012400228050171,0.032212086659065,0.0112599771949829,0.0106898517673888,0.00156784492588369,0.0088369441277081,0.000285062713797035,NA,NA,NA,NA,0.000285062713797035,0.00142531356898518,0.000427594070695553,NA,NA,0.000997719498289624,NA,NA,NA,0.000142531356898518,NA,0.00812428734321551,0.000142531356898518,0.00855188141391106,NA,NA,0.000712656784492588,0.000142531356898518,0.000570125427594071,NA,NA,NA,0.011830102622577,NA,NA,0.00156784492588369,0.000712656784492588,NA,0.00171037628278221,0.000427594070695553,0.00741163055872292,0.00142531356898518,0.000142531356898518,0.00114025085518814,0.0108323831242873,0.00584378563283922,0.00498859749144812,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000427594070695553
589,"Idaho","Cities","Rexburg",25879,"West Mountain","ID",0.0172340507747595,0.001738861625256,0.0131380656130453,0.00235712353645813,0.00146837203910507,0.0002318482167008,0.00108195834460373,0.000154565477800533,NA,NA,NA,NA,3.86413694501333e-05,0.0001159241083504,7.72827389002666e-05,NA,NA,3.86413694501333e-05,0.0001159241083504,NA,0.0001159241083504,7.72827389002666e-05,NA,0.0008114687584528,0.000386413694501333,0.00305266818656053,NA,NA,0.00119788245295413,0.000540979172301866,0.000579620541752,NA,NA,7.72827389002666e-05,0.00738050156497546,NA,NA,0.0008114687584528,0.0016229375169056,0.000154565477800533,0.00158429614745547,NA,0.00320723366436107,0.000154565477800533,3.86413694501333e-05,3.86413694501333e-05,0.002318482167008,0.00119788245295413,0.00112059971405387,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.86413694501333e-05
590,"Idaho","Cities","Rigby",4015,"West Mountain","ID",0.0510585305105853,0.0102117061021171,0.0341220423412204,0.00672478206724782,0.00946450809464508,0.00049813200498132,0.00647571606475716,0.0024906600249066,NA,NA,NA,NA,NA,0.00074719800747198,0.00074719800747198,NA,NA,NA,NA,NA,NA,NA,NA,0.00348692403486924,0.00049813200498132,0.00896637608966376,NA,NA,0.00348692403486924,0.00298879202988792,0.00049813200498132,NA,NA,NA,0.0169364881693649,NA,NA,0.00273972602739726,0.00024906600249066,0.00024906600249066,0.00149439601494396,NA,0.0122042341220423,0.00049813200498132,NA,0.00024906600249066,0.00572851805728518,0.00323785803237858,0.0024906600249066,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00099626400996264
591,"Idaho","Cities","Rupert",5616,"West Mountain","ID",0.0486111111111111,0.0106837606837607,0.030982905982906,0.00694444444444444,0.00925925925925926,0.000178062678062678,0.00908119658119658,NA,NA,NA,NA,NA,NA,0.00124643874643875,0.000712250712250712,NA,NA,0.000534188034188034,0.000178062678062678,0.000178062678062678,NA,NA,NA,0.00373931623931624,0.00124643874643875,0.00765669515669516,0.000178062678062678,NA,0.00178062678062678,0.00178062678062678,NA,NA,NA,NA,0.0146011396011396,0.000178062678062678,NA,0.00213675213675214,0.000178062678062678,NA,0.0016025641025641,NA,0.010505698005698,0.00124643874643875,0.000356125356125356,0.000178062678062678,0.00623219373219373,0.00302706552706553,0.00320512820512821,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000712250712250712
592,"Idaho","Cities","Salmon",3145,"West Mountain","ID",0.0276629570747218,0.00572337042925278,0.0174880763116057,0.00445151033386328,0.00540540540540541,0.00222575516693164,0.00317965023847377,NA,NA,NA,NA,NA,0.000317965023847377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00317965023847377,0.000635930047694754,0.00667726550079491,NA,NA,0.000635930047694754,NA,0.000317965023847377,0.000317965023847377,NA,NA,0.00604133545310016,NA,NA,0.000635930047694754,0.00317965023847377,NA,0.00190779014308426,NA,0.000317965023847377,0.000317965023847377,NA,NA,0.0041335453100159,0.00222575516693164,0.00190779014308426,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000317965023847377
593,"Idaho","Cities","Sandpoint",7404,"West Mountain","ID",0.105888708806051,0.0193138843868179,0.0630740140464614,0.0235008103727715,0.0167477039438142,0.000810372771474878,0.0158022690437601,0.000135062128579146,NA,NA,NA,NA,NA,0.00256618044300378,NA,NA,NA,0.00256618044300378,NA,NA,NA,0.000135062128579146,NA,0.0116153430578066,0.000675310642895732,0.0102647217720151,NA,NA,0.00337655321447866,0.00256618044300378,0.000810372771474878,NA,NA,NA,0.0351161534305781,NA,NA,0.00283630470016207,0.000135062128579146,NA,0.00594273365748244,0.00121555915721232,0.0249864937871421,0.00162074554294976,0.000135062128579146,0.000135062128579146,0.0220151269584009,0.0133711507293355,0.00864397622906537,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00148568341437061
594,"Idaho","Cities","Shelley",4474,"West Mountain","ID",0.0355386678587394,0.00983459991059455,0.0201162270898525,0.00558784085829236,0.00849351810460438,NA,0.00804649083594099,0.000447027268663388,NA,NA,NA,NA,NA,0.00134108180599017,0.000223513634331694,NA,NA,0.00111756817165847,NA,NA,NA,NA,NA,0.00268216361198033,NA,0.00648189539561913,NA,NA,0.00201162270898525,0.00178810907465355,0.000223513634331694,NA,NA,NA,0.00804649083594099,NA,NA,0.00134108180599017,NA,NA,0.00178810907465355,NA,0.00491729995529727,0.000670540902995083,0.000223513634331694,NA,0.00447027268663388,0.00178810907465355,0.00268216361198033,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00111756817165847
595,"Idaho","Cities","Shoshone",1464,"West Mountain","ID",0.0252732240437158,0.0116120218579235,0.00614754098360656,0.00751366120218579,0.00956284153005465,0.000683060109289617,0.00887978142076503,NA,NA,NA,NA,NA,0.00136612021857923,0.000683060109289617,0.000683060109289617,NA,NA,NA,NA,NA,NA,NA,NA,0.00273224043715847,NA,0.000683060109289617,NA,NA,0.00136612021857923,0.000683060109289617,NA,0.000683060109289617,NA,NA,0.000683060109289617,NA,NA,NA,NA,NA,NA,NA,0.000683060109289617,NA,0.000683060109289617,NA,0.00683060109289617,0.00341530054644809,0.00341530054644809,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000683060109289617
596,"Idaho","Cities","Soda Springs",3029,"West Mountain","ID",0.0297127764938924,0.00891383294816771,0.00660283922086497,0.0141961043248597,0.00891383294816771,0.00363156157147573,0.00462198745460548,0.000660283922086497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000330141961043249,NA,0.00297127764938924,NA,NA,NA,NA,NA,NA,NA,NA,0.00330141961043249,NA,NA,0.000660283922086497,0.000330141961043249,NA,NA,0.000990425883129746,0.00132056784417299,NA,NA,NA,0.0128755364806867,0.00792340706503797,0.00495212941564873,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00132056784417299
597,"Idaho","Cities","Spirit Lake",1995,"West Mountain","ID",0.0360902255639098,0.00601503759398496,0.018546365914787,0.0115288220551378,0.0050125313283208,0.00150375939849624,0.00350877192982456,NA,NA,NA,NA,NA,NA,0.00050125313283208,NA,NA,NA,0.00050125313283208,0.00050125313283208,NA,0.00050125313283208,NA,NA,0.00100250626566416,0.00050125313283208,0.0050125313283208,NA,NA,0.00100250626566416,NA,0.00050125313283208,NA,NA,0.00050125313283208,0.00852130325814536,NA,NA,0.00401002506265664,0.00200501253132832,NA,NA,0.00150375939849624,0.00100250626566416,0.0025062656641604,NA,NA,0.0100250626566416,0.00651629072681704,0.00350877192982456,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00150375939849624
598,"Idaho","Cities","St. Maries",2398,"West Mountain","ID",0.0600500417014178,0.0208507089241034,0.0170975813177648,0.0221017514595496,0.0187656380316931,0.00500417014178482,0.01209341117598,0.00166805671392827,NA,NA,NA,NA,0.000834028356964137,0.000417014178482068,NA,0.000417014178482068,NA,NA,0.000834028356964137,NA,0.000834028356964137,NA,NA,0.00375312760633862,0.000417014178482068,0.00458715596330275,0.000417014178482068,NA,0.00166805671392827,0.00166805671392827,NA,NA,NA,NA,0.00583819849874896,NA,NA,NA,0.00208507089241034,NA,0.00250208507089241,NA,0.00125104253544621,NA,0.000417014178482068,NA,0.0216847372810676,0.0129274395329441,0.00875729774812344,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000417014178482068
599,"Idaho","Cities","Sun Valley",1404,"West Mountain","ID",0.0249287749287749,0.00356125356125356,0.0185185185185185,0.00284900284900285,0.00356125356125356,0.000712250712250712,0.00284900284900285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00213675213675214,NA,0.00427350427350427,NA,NA,0.00284900284900285,0.000712250712250712,0.00142450142450142,0.000712250712250712,NA,NA,0.00712250712250712,0.00142450142450142,NA,NA,0.00284900284900285,NA,0.00142450142450142,NA,0.00142450142450142,0.00142450142450142,NA,0.000712250712250712,0.00213675213675214,0.00142450142450142,0.000712250712250712,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000712250712250712
600,"Idaho","Cities","Twin Falls",44866,"West Mountain","ID",0.0783444033343735,0.0215753577319128,0.0441537021352472,0.0126153434672135,0.0190344581643115,0.00307582579235947,0.0135960415459368,0.00236259082601525,2.2288592698257e-05,NA,2.2288592698257e-05,NA,0.000557214817456426,0.00180537600855882,0.000445771853965141,NA,4.45771853965141e-05,0.00131502696919716,0.000156020148887799,NA,0.000156020148887799,8.91543707930281e-05,NA,0.00472518165203049,0.000980698078723309,0.0113894708688093,0.000111442963491285,NA,0.00258547675299782,0.000690946373645968,0.000958409486025052,0.000869255115232024,NA,6.68657780947711e-05,0.0224000356617483,NA,4.45771853965141e-05,0.00768956448089868,0.00129273837649891,NA,0.00394508090759149,0.000534926224758169,0.00889314848660456,0.00113671822761111,0.00037890607587037,0.000356617483172112,0.0106316587170686,0.00744438996121785,0.00318726875585076,NA,NA,NA,NA,NA,0.000356617483172112,0.000156020148887799,8.91543707930281e-05,6.68657780947711e-05,0.00147104711808496
601,"Idaho","Cities","Weiser",5575,"West Mountain","ID",0.0132735426008969,0.00322869955156951,0.00502242152466368,0.00502242152466368,0.00304932735426009,0.000358744394618834,0.00197309417040359,0.000717488789237668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000179372197309417,NA,0.000179372197309417,NA,NA,0.000896860986547085,NA,0.000896860986547085,0.000179372197309417,NA,0.000179372197309417,NA,0.000179372197309417,NA,NA,NA,0.00251121076233184,NA,NA,0.000538116591928251,NA,NA,0.000896860986547085,0.000179372197309417,0.000896860986547085,0.000358744394618834,NA,NA,0.00502242152466368,0.00251121076233184,0.00251121076233184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,"Idaho","Cities","Wendell",2803,"West Mountain","ID",0.0396004281127364,0.00856225472707813,0.0274705672493757,0.00356760613628255,0.00606493043168034,0.00142704245451302,0.00463788797716732,NA,NA,NA,NA,NA,0.000713521227256511,0.00178380306814128,NA,NA,NA,0.00178380306814128,NA,NA,NA,NA,NA,0.00713521227256511,NA,0.00499464859079558,NA,NA,0.00285408490902604,0.00285408490902604,NA,NA,NA,NA,0.0114163396361042,NA,NA,0.00107028184088477,NA,NA,0.00392436674991081,NA,0.0064216910453086,0.000713521227256511,NA,0.000356760613628255,0.00356760613628255,0.00178380306814128,0.00178380306814128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
603,"Idaho","Cities","Wilder",1568,"West Mountain","ID",0.0369897959183673,0.00956632653061225,0.0133928571428571,0.014030612244898,0.00701530612244898,0.00127551020408163,0.00573979591836735,NA,NA,NA,NA,NA,NA,0.00255102040816327,0.000637755102040816,NA,0.000637755102040816,0.00127551020408163,NA,NA,NA,NA,NA,0.00318877551020408,NA,0.00191326530612245,NA,NA,0.00127551020408163,NA,0.000637755102040816,0.000637755102040816,NA,NA,0.00446428571428571,NA,NA,0.000637755102040816,NA,NA,0.000637755102040816,NA,0.00318877551020408,0.00127551020408163,0.000637755102040816,0.000637755102040816,0.0127551020408163,0.00573979591836735,0.00701530612244898,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00127551020408163
604,"Idaho","Metropolitan Counties","Ada",NA,"West Mountain","ID",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
605,"Idaho","Metropolitan Counties","Bannock",NA,"West Mountain","ID",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
606,"Idaho","Metropolitan Counties","Boise",NA,"West Mountain","ID",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
607,"Idaho","Metropolitan Counties","Bonneville",NA,"West Mountain","ID",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
608,"Idaho","Metropolitan Counties","Butte",NA,"West Mountain","ID",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
609,"Idaho","Metropolitan Counties","Canyon",NA,"West Mountain","ID",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
610,"Idaho","Metropolitan Counties","Franklin",NA,"West Mountain","ID",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
611,"Idaho","Metropolitan Counties","Gem",NA,"West Mountain","ID",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
612,"Idaho","Metropolitan Counties","Jefferson",NA,"West Mountain","ID",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
613,"Idaho","Metropolitan Counties","Kootenai",NA,"West Mountain","ID",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
614,"Idaho","Metropolitan Counties","Nez Perce",NA,"West Mountain","ID",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
615,"Idaho","Metropolitan Counties","Owyhee",NA,"West Mountain","ID",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
616,"Idaho","Nonmetropolitan Counties","Adams",NA,"West Mountain","ID",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
617,"Idaho","Nonmetropolitan Counties","Bear Lake",NA,"West Mountain","ID",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
618,"Idaho","Nonmetropolitan Counties","Benewah",NA,"West Mountain","ID",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
619,"Idaho","Nonmetropolitan Counties","Bingham",NA,"West Mountain","ID",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
620,"Idaho","Nonmetropolitan Counties","Blaine",NA,"West Mountain","ID",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
621,"Idaho","Nonmetropolitan Counties","Bonner",NA,"West Mountain","ID",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
622,"Idaho","Nonmetropolitan Counties","Boundary",NA,"West Mountain","ID",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
623,"Idaho","Nonmetropolitan Counties","Camas",NA,"West Mountain","ID",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
624,"Idaho","Nonmetropolitan Counties","Caribou",NA,"West Mountain","ID",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
625,"Idaho","Nonmetropolitan Counties","Cassia",NA,"West Mountain","ID",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
626,"Idaho","Nonmetropolitan Counties","Clark",NA,"West Mountain","ID",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
627,"Idaho","Nonmetropolitan Counties","Clearwater",NA,"West Mountain","ID",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
