,State,Agency_Type,Agency_Name,Population,Total_Offenses,Crimes_Against_Persons,Crimes_Against_Property,Crimes_Against_Society,Crimes_Against_Persons,Aggravated_Assault,Simple_Assault,Intimidation,Homicide_Offenses,Murder_and_Nonnegligent_Manslaughter,Negligent_Manslaughter,Justifiable_Homicide,Human_Trafficking_Offenses,Commercial_Sex_Acts,Involuntary_Servitude,Kidnapping__Abduction,Sex_Offenses,Rape,Sodomy,Sexual_Assault_With_an_Object,Fondling,"Sex_Offenses,_Nonforcible",Incest,Statutory_Rape,Arson,Bribery,Burglary__Breaking_&_Entering,Counterfeiting__Forgery,Destruction__Damage__Vandalism_of_Property,Embezzlement,Extortion__Blackmail,Fraud_Offenses,False_Pretenses__Swindle__Confidence_Game,Credit_Card__Automated_Teller_Machine_Fraud,Impersonation,Welfare_Fraud,Wire_Fraud,Larceny__Theft_Offenses,Pocketpicking,Pursesnatching,Shoplifting,Theft_From_Building,Theft_From_Coin_Operated_Machine_or_Device,Theft_From_Motor_Vehicle,Theft_of__Motor__Vehicle_Parts_or_Accessories,All_Other_Larceny,Motor_Vehicle_Theft,Robbery,Stolen_Property_Offenses,Drug__Narcotic_Offenses,Drug__Narcotic_Violations,Drug_Equipment_Violations,Gambling_Offenses,Betting__Wagering,Operating__Promoting__Assisting_Gambling,Gambling_Equipment_Violations,Sports_Tampering,Pornography__Obscene_Material,Prostitution_Offenses,Prostitution,Assisting_or_Promoting_Prostitution,Purchasing_Prostitution,Weapon_Law_Violations,Region
1472,Kentucky,Nonmetropolitan Counties,Breckinridge,,52.0,11.0,29.0,12.0,10,3.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,11.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,South Central (East)
1473,Kentucky,Nonmetropolitan Counties,Caldwell,,182.0,41.0,77.0,64.0,39,2.0,29.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,30.0,1.0,8.0,2.0,0.0,4.0,0.0,2.0,2.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,8.0,0.0,2.0,59.0,43.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,South Central (East)
1474,Kentucky,Nonmetropolitan Counties,Calloway,,494.0,134.0,301.0,59.0,128,14.0,72.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,95.0,3.0,51.0,0.0,0.0,17.0,1.0,7.0,9.0,0.0,0.0,112.0,0.0,0.0,3.0,2.0,0.0,13.0,0.0,94.0,13.0,0.0,10.0,55.0,32.0,23.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,South Central (East)
1475,Kentucky,Nonmetropolitan Counties,Carlisle,,51.0,5.0,39.0,7.0,4,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,15.0,4.0,1.0,1.0,6.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,South Central (East)
1476,Kentucky,Nonmetropolitan Counties,Carroll,,102.0,15.0,43.0,44.0,15,2.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,7.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,11.0,3.0,0.0,2.0,44.0,27.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,South Central (East)
1477,Kentucky,Nonmetropolitan Counties,Carter,,97.0,9.0,80.0,8.0,9,3.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,14.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,35.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,33.0,3.0,1.0,2.0,7.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,South Central (East)
1478,Kentucky,Nonmetropolitan Counties,Casey,,94.0,9.0,56.0,29.0,7,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,5.0,0.0,4.0,29.0,25.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,South Central (East)
1479,Kentucky,Nonmetropolitan Counties,Clay,,189.0,11.0,99.0,79.0,11,5.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18.0,1.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,46.0,13.0,0.0,0.0,75.0,63.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,South Central (East)
1480,Kentucky,Nonmetropolitan Counties,Clinton,,4.0,1.0,3.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,South Central (East)
1481,Kentucky,Nonmetropolitan Counties,Crittenden,,31.0,4.0,22.0,5.0,3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,1.0,0.0,1.0,5.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,South Central (East)
1482,Kentucky,Nonmetropolitan Counties,Cumberland,,37.0,3.0,33.0,1.0,3,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,South Central (East)
1483,Kentucky,Nonmetropolitan Counties,Elliott,,1.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,South Central (East)
1484,Kentucky,Nonmetropolitan Counties,Estill,,68.0,15.0,52.0,1.0,14,4.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,5.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,27.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,South Central (East)
1485,Kentucky,Nonmetropolitan Counties,Fleming,,71.0,14.0,55.0,2.0,12,1.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,20.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,9.0,3.0,1.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,South Central (East)
1486,Kentucky,Nonmetropolitan Counties,Floyd,,54.0,4.0,33.0,17.0,3,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,15.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,12.0,4.0,1.0,2.0,15.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,South Central (East)
1487,Kentucky,Nonmetropolitan Counties,Franklin,,554.0,82.0,304.0,168.0,67,7.0,31.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,5.0,1.0,0.0,5.0,1.0,0.0,1.0,2.0,1.0,49.0,9.0,47.0,14.0,0.0,30.0,13.0,8.0,9.0,0.0,0.0,125.0,0.0,0.0,1.0,11.0,0.0,16.0,2.0,95.0,16.0,3.0,8.0,153.0,93.0,60.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,13.0,South Central (East)
1488,Kentucky,Nonmetropolitan Counties,Fulton,,71.0,16.0,44.0,11.0,15,0.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,7.0,3.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,20.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,18.0,2.0,0.0,1.0,11.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,South Central (East)
1489,Kentucky,Nonmetropolitan Counties,Garrard,,57.0,13.0,38.0,6.0,12,7.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,9.0,3.0,0.0,5.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,South Central (East)
1490,Kentucky,Nonmetropolitan Counties,Graves,,718.0,145.0,352.0,221.0,134,12.0,80.0,42.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,7.0,3.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,94.0,12.0,73.0,5.0,1.0,16.0,5.0,6.0,5.0,0.0,0.0,125.0,1.0,0.0,3.0,5.0,0.0,18.0,2.0,96.0,8.0,1.0,16.0,207.0,125.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,South Central (East)
1491,Kentucky,Nonmetropolitan Counties,Grayson,,223.0,37.0,151.0,35.0,29,2.0,11.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,62.0,0.0,32.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,42.0,0.0,0.0,1.0,0.0,0.0,4.0,2.0,35.0,6.0,0.0,5.0,30.0,19.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,South Central (East)
1492,Kentucky,Nonmetropolitan Counties,Green,,22.0,7.0,14.0,1.0,5,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,South Central (East)
1493,Kentucky,Nonmetropolitan Counties,Harlan,,68.0,17.0,20.0,31.0,16,1.0,4.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,28.0,24.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,South Central (East)
1494,Kentucky,Nonmetropolitan Counties,Harrison,,242.0,18.0,219.0,5.0,17,1.0,5.0,11.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,73.0,4.0,20.0,0.0,0.0,10.0,1.0,5.0,4.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,98.0,8.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,South Central (East)
1495,Kentucky,Nonmetropolitan Counties,Hart,,59.0,8.0,41.0,10.0,5,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,15.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,12.0,3.0,1.0,9.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,South Central (East)
1496,Kentucky,Nonmetropolitan Counties,Hickman,,48.0,9.0,29.0,10.0,9,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,7.0,1.0,0.0,1.0,10.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,South Central (East)
1497,Kentucky,Nonmetropolitan Counties,Hopkins,,663.0,143.0,413.0,107.0,116,5.0,72.0,39.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,3.0,8.0,0.0,9.0,1.0,0.0,1.0,6.0,0.0,136.0,6.0,41.0,5.0,0.0,14.0,4.0,2.0,8.0,0.0,0.0,151.0,0.0,0.0,4.0,2.0,0.0,4.0,0.0,141.0,32.0,4.0,18.0,91.0,66.0,25.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,14.0,South Central (East)
1498,Kentucky,Nonmetropolitan Counties,Jackson County Police Department,,139.0,5.0,76.0,58.0,3,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,29.0,2.0,10.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,21.0,6.0,0.0,3.0,57.0,53.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,South Central (East)
1499,Kentucky,Nonmetropolitan Counties,Johnson,,207.0,48.0,77.0,82.0,45,6.0,32.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,7.0,6.0,0.0,6.0,0.0,2.0,4.0,0.0,0.0,31.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,26.0,7.0,0.0,2.0,79.0,71.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,South Central (East)
1500,Kentucky,Nonmetropolitan Counties,Knott,,45.0,4.0,25.0,16.0,4,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,15.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,8.0,4.0,0.0,1.0,16.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,South Central (East)
1501,Kentucky,Nonmetropolitan Counties,Knox,,160.0,8.0,137.0,15.0,8,1.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,3.0,35.0,1.0,0.0,10.0,0.0,4.0,6.0,0.0,0.0,33.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,28.0,14.0,3.0,2.0,15.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,South Central (East)
1502,Kentucky,Nonmetropolitan Counties,Laurel,,655.0,50.0,470.0,135.0,48,11.0,17.0,20.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,151.0,14.0,56.0,6.0,0.0,27.0,6.0,6.0,15.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,139.0,50.0,5.0,6.0,128.0,124.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,South Central (East)
1503,Kentucky,Nonmetropolitan Counties,Lawrence,,85.0,12.0,59.0,14.0,11,2.0,3.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,12.0,7.0,2.0,3.0,13.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,South Central (East)
1504,Kentucky,Nonmetropolitan Counties,Lee,,9.0,0.0,9.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,South Central (East)
1505,Kentucky,Nonmetropolitan Counties,Leslie,,23.0,2.0,17.0,4.0,1,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,South Central (East)
1506,Kentucky,Nonmetropolitan Counties,Letcher,,135.0,15.0,107.0,13.0,11,0.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,27.0,1.0,14.0,2.0,0.0,21.0,0.0,0.0,21.0,0.0,0.0,31.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,25.0,7.0,0.0,4.0,12.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,South Central (East)
1507,Kentucky,Nonmetropolitan Counties,Lewis,,74.0,11.0,53.0,10.0,5,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,15.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,16.0,4.0,1.0,5.0,7.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,South Central (East)
1508,Kentucky,Nonmetropolitan Counties,Lincoln,,99.0,31.0,48.0,20.0,31,1.0,2.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,21.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,9.0,9.0,0.0,2.0,15.0,11.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,South Central (East)
1509,Kentucky,Nonmetropolitan Counties,Livingston,,161.0,40.0,98.0,23.0,36,4.0,19.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,31.0,1.0,12.0,6.0,0.0,4.0,1.0,1.0,2.0,0.0,0.0,36.0,0.0,0.0,3.0,1.0,0.0,4.0,0.0,28.0,5.0,1.0,2.0,20.0,13.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,South Central (East)
1510,Kentucky,Nonmetropolitan Counties,Logan,,577.0,118.0,237.0,222.0,99,9.0,42.0,48.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,15.0,6.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,58.0,6.0,48.0,3.0,0.0,12.0,2.0,3.0,7.0,0.0,0.0,81.0,0.0,0.0,4.0,5.0,0.0,4.0,0.0,68.0,10.0,2.0,17.0,220.0,124.0,96.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,South Central (East)
1511,Kentucky,Nonmetropolitan Counties,Lyon,,35.0,1.0,27.0,7.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,0.0,0.0,0.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,South Central (East)
1512,Kentucky,Nonmetropolitan Counties,Madison,,619.0,85.0,426.0,108.0,76,6.0,42.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,1.0,0.0,0.0,6.0,1.0,0.0,1.0,2.0,0.0,87.0,12.0,56.0,6.0,0.0,18.0,3.0,8.0,7.0,0.0,0.0,203.0,0.0,0.0,2.0,2.0,1.0,34.0,3.0,161.0,22.0,7.0,13.0,102.0,74.0,28.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,South Central (East)
1513,Kentucky,Nonmetropolitan Counties,Magoffin,,16.0,4.0,12.0,0.0,3,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,South Central (East)
1514,Kentucky,Nonmetropolitan Counties,Marion,,117.0,11.0,87.0,19.0,8,3.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,24.0,3.0,15.0,1.0,0.0,9.0,1.0,5.0,3.0,0.0,0.0,22.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,14.0,3.0,1.0,9.0,16.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,South Central (East)
1515,Kentucky,Nonmetropolitan Counties,Marshall,,723.0,125.0,386.0,212.0,112,11.0,74.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,1.0,2.0,0.0,8.0,0.0,0.0,0.0,5.0,1.0,123.0,5.0,69.0,3.0,0.0,29.0,8.0,11.0,10.0,0.0,0.0,126.0,0.0,1.0,13.0,3.0,0.0,14.0,4.0,91.0,16.0,0.0,9.0,204.0,128.0,76.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0,South Central (East)
1516,Kentucky,Nonmetropolitan Counties,Martin,,116.0,5.0,108.0,3.0,4,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,1.0,5.0,5.0,0.0,5.0,0.0,4.0,1.0,0.0,0.0,44.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,38.0,16.0,2.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,South Central (East)
1517,Kentucky,Nonmetropolitan Counties,Mason,,204.0,33.0,129.0,42.0,32,3.0,16.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,40.0,2.0,14.0,4.0,0.0,11.0,2.0,4.0,5.0,0.0,0.0,46.0,0.0,1.0,6.0,1.0,0.0,3.0,4.0,31.0,3.0,1.0,8.0,36.0,23.0,13.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,South Central (East)
